PERSON_AGE,VEHICLE_ID,POSITION_IN_VEHICLE,EJECTION,SAFETY_EQUIPMENT
23.0,19864262.0,Driver,Not Ejected,Lap Belt & Harness
32.0,19944283.0,Unknown,Partially Ejected,Unknown
29.0,19865277.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
48.0,19865622.0,Driver,Not Ejected,Lap Belt & Harness
28.0,19864270.0,Driver,Not Ejected,Lap Belt & Harness
23.0,19865665.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
22.0,19865235.0,Driver,Not Ejected,Lap Belt & Harness
37.0,NA,NA,NA,NA
50.0,19865235.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
21.0,19865263.0,Driver,Not Ejected,Lap Belt & Harness
64.0,19865262.0,Driver,Not Ejected,Lap Belt & Harness
64.0,19956261.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
51.0,19963293.0,Driver,Not Ejected,Lap Belt & Harness
34.0,19950935.0,Driver,Not Ejected,Lap Belt & Harness
45.0,19956261.0,Driver,Not Ejected,Unknown
33.0,19963290.0,Driver,Not Ejected,Lap Belt & Harness
37.0,19956261.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
27.0,19963294.0,Driver,Not Ejected,Lap Belt & Harness
31.0,19865565.0,Driver,Not Ejected,Lap Belt & Harness
48.0,19865564.0,Driver,Not Ejected,Lap Belt & Harness
47.0,19944857.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,None
60.0,19864754.0,Driver,Not Ejected,Unknown
74.0,19866145.0,Driver,Not Ejected,Lap Belt
57.0,19866145.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
57.0,19961872.0,Driver,Not Ejected,Unknown
28.0,19950561.0,Driver,Not Ejected,Lap Belt & Harness
55.0,19865682.0,Driver,Not Ejected,Lap Belt & Harness
57.0,19864828.0,Driver,Not Ejected,Lap Belt
25.0,19865132.0,Riding/Hanging on Outside,Not Ejected,Lap Belt & Harness
41.0,NA,NA,NA,NA
60.0,19865015.0,Driver,Not Ejected,Lap Belt & Harness
49.0,19865067.0,Driver,Not Ejected,Lap Belt & Harness
26.0,19865068.0,Driver,Not Ejected,Unknown
27.0,19943233.0,Driver,Not Ejected,Helmet (Motorcycle Only)
24.0,19865164.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
67.0,19865243.0,Driver,Not Ejected,Lap Belt & Harness
39.0,19867329.0,Driver,Ejected,Helmet (Motorcycle Only)
31.0,19865280.0,Driver,Not Ejected,Unknown
56.0,19865221.0,Driver,Not Ejected,Lap Belt & Harness
56.0,NA,NA,NA,NA
20.0,19864897.0,"Middle rear seat, or passenger lying across a seat",Ejected,None
25.0,19864897.0,Driver,Ejected,None
36.0,19865315.0,Driver,Not Ejected,Unknown
35.0,19865702.0,Driver,Not Ejected,Lap Belt & Harness
61.0,19951009.0,Driver,Not Ejected,Lap Belt
37.0,NA,NA,NA,NA
19.0,19865944.0,Driver,Not Ejected,Lap Belt & Harness
33.0,19952344.0,Driver,Not Ejected,Unknown
20.0,19963015.0,Riding/Hanging on Outside,Not Ejected,None
31.0,19957543.0,Driver,Not Ejected,Lap Belt & Harness
64.0,19865245.0,Driver,Not Ejected,Lap Belt & Harness
41.0,19865672.0,Driver,Not Ejected,Unknown
46.0,19864769.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
43.0,19865672.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
52.0,19865069.0,Driver,Not Ejected,Lap Belt & Harness
31.0,19865784.0,Driver,Ejected,None
28.0,19865203.0,Driver,Partially Ejected,None
29.0,19864723.0,Driver,Not Ejected,Unknown
43.0,19865096.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
57.0,NA,NA,NA,NA
32.0,19948796.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
35.0,20045938.0,Driver,Not Ejected,Lap Belt & Harness
28.0,19866192.0,Driver,Not Ejected,Unknown
51.0,19864978.0,Driver,Not Ejected,Lap Belt & Harness
34.0,19866196.0,Driver,Not Ejected,Lap Belt & Harness
35.0,19864976.0,Driver,Not Ejected,Lap Belt & Harness
18.0,19865148.0,Driver,Not Ejected,Lap Belt & Harness
29.0,19865573.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
28.0,19865573.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
23.0,19864941.0,Driver,Not Ejected,Lap Belt & Harness
39.0,19866197.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
20.0,19865183.0,Driver,Not Ejected,Unknown
42.0,19865421.0,Driver,Not Ejected,Lap Belt & Harness
61.0,19865522.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
18.0,19865184.0,Driver,Not Ejected,Unknown
62.0,19989317.0,Driver,Not Ejected,Lap Belt & Harness
16.0,NA,NA,NA,NA
64.0,19989316.0,Driver,Not Ejected,Lap Belt & Harness
24.0,19989315.0,Driver,Not Ejected,Lap Belt & Harness
37.0,NA,NA,NA,NA
54.0,19864792.0,Driver,Not Ejected,Lap Belt & Harness
53.0,19864797.0,Driver,Not Ejected,Lap Belt & Harness
9.0,19865024.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
28.0,19865684.0,Driver,Not Ejected,Lap Belt & Harness
35.0,19866571.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
20.0,19865685.0,Driver,Ejected,Helmet/Other (In-Line Skater/Bicyclist)
36.0,19865024.0,Driver,Not Ejected,Lap Belt & Harness
13.0,19865101.0,Driver,Not Ejected,None
50.0,19867550.0,Driver,Not Ejected,Unknown
31.0,19864772.0,Driver,Not Ejected,Lap Belt
58.0,19864773.0,Driver,Not Ejected,Lap Belt
42.0,NA,NA,NA,NA
24.0,19865640.0,Driver,Not Ejected,Lap Belt & Harness
28.0,19864772.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
27.0,19865382.0,Driver,Not Ejected,Unknown
37.0,19865963.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
61.0,19952145.0,Driver,Not Ejected,Lap Belt & Harness
31.0,19866218.0,Driver,Not Ejected,Lap Belt
33.0,19866211.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,None
31.0,19866199.0,Driver,Not Ejected,Lap Belt
28.0,19866210.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
33.0,19865165.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
33.0,19866210.0,Driver,Not Ejected,Lap Belt
43.0,19956013.0,Driver,Not Ejected,Lap Belt & Harness
29.0,19865396.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,None
27.0,NA,Unknown,NA,Unknown
54.0,19865430.0,Driver,Not Ejected,Lap Belt & Harness
39.0,19865430.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
37.0,19864748.0,Driver,Not Ejected,None
52.0,19952714.0,Driver,Not Ejected,Lap Belt
25.0,NA,NA,NA,NA
36.0,19865319.0,Driver,Not Ejected,Lap Belt & Harness
26.0,19951584.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt
35.0,19867983.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
64.0,19866440.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
36.0,19866439.0,Driver,Not Ejected,Lap Belt & Harness
18.0,19865724.0,Driver,Not Ejected,Lap Belt & Harness
34.0,19866440.0,Driver,Not Ejected,Lap Belt & Harness
37.0,19865484.0,Driver,Ejected,None
23.0,19866074.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
31.0,NA,NA,NA,NA
64.0,19949525.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
23.0,19949525.0,Driver,Not Ejected,Lap Belt & Harness
26.0,NA,NA,NA,NA
74.0,NA,NA,NA,NA
50.0,19865981.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
51.0,19865981.0,Driver,Not Ejected,Lap Belt & Harness
70.0,19867051.0,Driver,Not Ejected,Unknown
39.0,19865624.0,Driver,Not Ejected,Lap Belt
42.0,19866232.0,Driver,Not Ejected,None
29.0,19866226.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
11.0,NA,NA,NA,NA
30.0,19866226.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
49.0,19865832.0,Driver,Not Ejected,Unknown
37.0,19865485.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
21.0,NA,NA,NA,NA
41.0,19865707.0,Driver,Not Ejected,Lap Belt & Harness
40.0,19865608.0,Driver,Not Ejected,Helmet/Other (In-Line Skater/Bicyclist)
45.0,19865485.0,Driver,Not Ejected,Lap Belt & Harness
40.0,19951027.0,Driver,Not Ejected,Unknown
37.0,NA,NA,NA,NA
64.0,19867882.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
66.0,19865709.0,Driver,Not Ejected,Lap Belt & Harness
70.0,NA,NA,NA,NA
35.0,19865788.0,Driver,Not Ejected,Unknown
33.0,19866804.0,Driver,Not Ejected,Lap Belt
17.0,19865554.0,Driver,Not Ejected,Unknown
65.0,NA,NA,NA,NA
51.0,NA,NA,NA,NA
36.0,19867987.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
33.0,19867500.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
36.0,19865737.0,Driver,Not Ejected,Lap Belt & Harness
56.0,19865738.0,Driver,Not Ejected,Lap Belt & Harness
41.0,19865489.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
20.0,19865834.0,Driver,Not Ejected,Lap Belt
32.0,19866339.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
27.0,19865546.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
39.0,19866340.0,Driver,Not Ejected,Lap Belt
16.0,NA,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
24.0,19865546.0,Driver,Not Ejected,Lap Belt & Harness
30.0,19865591.0,Driver,Not Ejected,Unknown
26.0,19865591.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
37.0,19866340.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
31.0,19865544.0,Driver,Not Ejected,Lap Belt & Harness
45.0,NA,NA,NA,NA
45.0,NA,NA,NA,NA
28.0,19866137.0,Driver,Not Ejected,Unknown
33.0,19963390.0,Driver,Not Ejected,Lap Belt & Harness
17.0,19963389.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
64.0,NA,NA,NA,NA
63.0,19866625.0,Driver,Not Ejected,Lap Belt
29.0,19964327.0,Driver,Not Ejected,Lap Belt & Harness
54.0,19867761.0,Driver,Not Ejected,None
42.0,19967049.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
14.0,NA,NA,NA,NA
41.0,19967049.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
22.0,19967049.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
19.0,19967049.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
28.0,19956377.0,Riding/Hanging on Outside,Not Ejected,Unknown
58.0,19865824.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
45.0,19866495.0,Driver,Not Ejected,None
30.0,19865895.0,Driver,Not Ejected,Unknown
47.0,19867503.0,Driver,Ejected,Unknown
18.0,NA,NA,NA,NA
30.0,NA,NA,NA,NA
18.0,19964147.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
53.0,19865813.0,Driver,Not Ejected,Lap Belt & Harness
63.0,19865812.0,Driver,Not Ejected,Lap Belt & Harness
66.0,19865813.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
45.0,19943079.0,Driver,Not Ejected,Lap Belt & Harness
31.0,19867421.0,Driver,Not Ejected,Helmet Only (In-Line Skater/Bicyclist)
26.0,19867564.0,Driver,Not Ejected,None
42.0,19866002.0,Driver,Not Ejected,Lap Belt & Harness
22.0,19865924.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Unknown
35.0,19865924.0,Driver,Not Ejected,Unknown
35.0,19865925.0,Driver,Not Ejected,Air Bag Deployed
28.0,19865994.0,Driver,Not Ejected,Lap Belt
26.0,19946946.0,Driver,Not Ejected,Lap Belt & Harness
26.0,19946947.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
69.0,19946947.0,Driver,Not Ejected,Lap Belt & Harness
48.0,19865874.0,Driver,Not Ejected,Lap Belt & Harness
29.0,19866308.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
30.0,19866308.0,Driver,Not Ejected,Lap Belt & Harness
46.0,19963800.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt/Harness
39.0,19963800.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Air Bag Deployed/Lap Belt/Harness
48.0,19866081.0,Driver,Not Ejected,Lap Belt
44.0,19943021.0,Driver,Not Ejected,Unknown
31.0,19956408.0,Unknown,Not Ejected,None
35.0,NA,NA,NA,NA
25.0,19865848.0,Driver,Not Ejected,Unknown
54.0,19865987.0,Driver,Not Ejected,Lap Belt & Harness
22.0,19866052.0,Driver,Ejected,None
41.0,19867566.0,Driver,Not Ejected,Unknown
14.0,19867566.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
79.0,19866885.0,Driver,Not Ejected,Lap Belt & Harness
24.0,NA,NA,NA,NA
46.0,19949055.0,Driver,Not Ejected,Unknown
52.0,19949054.0,Driver,Not Ejected,Unknown
58.0,19866474.0,Driver,Not Ejected,Lap Belt & Harness
24.0,19866120.0,Driver,Not Ejected,Air Bag Deployed/Lap Belt
31.0,19867426.0,Driver,Not Ejected,Unknown
61.0,19866111.0,Driver,Not Ejected,Lap Belt & Harness
43.0,19866112.0,Driver,Not Ejected,Lap Belt & Harness
37.0,19867505.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
24.0,19951690.0,Driver,Not Ejected,Lap Belt & Harness
38.0,NA,NA,NA,NA
21.0,NA,NA,NA,NA
52.0,19865991.0,Driver,Not Ejected,Lap Belt & Harness
74.0,19867334.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
53.0,NA,NA,NA,NA
69.0,19867334.0,"Middle front seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
44.0,19865873.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
23.0,19963535.0,"Middle rear seat, or passenger lying across a seat",Not Ejected,Lap Belt & Harness
81.0,NA,NA,NA,NA
24.0,19954035.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
33.0,19867759.0,Driver,Not Ejected,Lap Belt
36.0,19867758.0,Driver,Not Ejected,Lap Belt
62.0,NA,Unknown,Not Ejected,None
9.0,NA,NA,NA,NA
29.0,19867536.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Unknown
51.0,19867341.0,Driver,Ejected,None
54.0,19951736.0,Driver,Not Ejected,Lap Belt
18.0,NA,NA,NA,NA
58.0,19946717.0,Driver,Not Ejected,Lap Belt & Harness
71.0,19866518.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
37.0,NA,NA,NA,NA
40.0,19866518.0,Driver,Not Ejected,Lap Belt & Harness
38.0,NA,NA,NA,NA
25.0,19866808.0,Driver,Not Ejected,Unknown
32.0,NA,NA,NA,NA
31.0,19866766.0,Driver,Not Ejected,Unknown
50.0,19867301.0,Driver,Not Ejected,Lap Belt & Harness
71.0,NA,NA,NA,NA
17.0,NA,NA,NA,NA
57.0,NA,NA,NA,NA
34.0,NA,NA,NA,NA
16.0,19867989.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
56.0,19866295.0,Driver,Not Ejected,Lap Belt & Harness
63.0,19867990.0,Driver,Not Ejected,Lap Belt & Harness
32.0,19867990.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
46.0,NA,NA,NA,NA
64.0,19866635.0,Driver,Not Ejected,Lap Belt & Harness
29.0,19951438.0,Driver,Not Ejected,Lap Belt & Harness
31.0,19949003.0,Driver,Ejected,None
17.0,19866454.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
55.0,19866117.0,Driver,Not Ejected,Lap Belt & Harness
13.0,19866454.0,Unknown,Not Ejected,Unknown
29.0,19866117.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
41.0,19866321.0,Driver,Not Ejected,Lap Belt & Harness
66.0,19866321.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
59.0,19866453.0,Driver,Not Ejected,Lap Belt & Harness
34.0,19865911.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
37.0,19943260.0,Driver,Not Ejected,Unknown
39.0,19867262.0,Driver,Not Ejected,Lap Belt & Harness
49.0,19866182.0,Driver,Not Ejected,Lap Belt & Harness
43.0,19865918.0,Driver,Not Ejected,Lap Belt & Harness
59.0,NA,NA,NA,NA
21.0,19953043.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
43.0,19951509.0,Driver,Not Ejected,Lap Belt & Harness
4.0,19866469.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Air Bag Deployed/Child Restraint
31.0,NA,NA,NA,NA
26.0,19866297.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt & Harness
26.0,19866297.0,Driver,Not Ejected,Lap Belt & Harness
29.0,19866183.0,Driver,Not Ejected,Lap Belt & Harness
14.0,19866297.0,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Not Ejected,Lap Belt & Harness
17.0,19866297.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
41.0,19967756.0,Driver,Not Ejected,Lap Belt & Harness
20.0,NA,NA,NA,NA
40.0,19866686.0,Driver,Not Ejected,Unknown
49.0,NA,NA,NA,NA
53.0,19866630.0,Driver,Not Ejected,Helmet (Motorcycle Only)
27.0,19949134.0,Driver,Not Ejected,Unknown
22.0,19946487.0,Driver,Ejected,Helmet Only (In-Line Skater/Bicyclist)
68.0,NA,NA,NA,NA
56.0,19866466.0,Driver,Not Ejected,Lap Belt & Harness
68.0,19866467.0,Driver,Not Ejected,Lap Belt & Harness
27.0,19867181.0,Driver,Not Ejected,None
50.0,19990195.0,Driver,Not Ejected,Lap Belt & Harness
52.0,19943845.0,Driver,Not Ejected,Lap Belt & Harness
20.0,NA,Unknown,Not Ejected,Unknown
47.0,20020450.0,Right rear passenger or motorcycle sidecar passenger,Not Ejected,Lap Belt & Harness
30.0,19944830.0,Driver,Not Ejected,Lap Belt & Harness
22.0,19866973.0,Driver,Ejected,None
32.0,19867837.0,Driver,Ejected,None
25.0,19867223.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Unknown
19.0,19866947.0,"Front passenger, if two or more persons, including the driver, are in the front seat",Not Ejected,Lap Belt
